OSVersion_Win7SP1x86,OSVersion_Win10Homex64,Process_Name,PID,PPID,Hidden_Process,Threads,Handles,DLLs,Session_ID,Wow64,Start_Time,Exit_Time,Injected_Code,APIhooks_ImportAddressTable(IAT),APIhooks_Inline/Trampoline,APIhooks_NTSyscall,Network_Connection,Network_Protocol_TCP,Network_Protocol_UDP,SeCreateTokenPrivilege,SeAssignPrimaryTokenPrivilege,SeLockMemoryPrivilege,SeIncreaseQuotaPrivilege,SeMachineAccountPrivilege,SeTcbPrivilege,SeSecurityPrivilege,SeTakeOwnershipPrivilege,SeLoadDriverPrivilege,SeSystemProfilePrivilege,SeSystemtimePrivilege,SeProfileSingleProcessPrivilege,SeIncreaseBasePriorityPrivilege,SeCreatePagefilePrivilege,SeCreatePermanentPrivilege,SeBackupPrivilege,SeRestorePrivilege,SeShutdownPrivilege,SeDebugPrivilege,SeAuditPrivilege,SeSystemEnvironmentPrivilege,SeChangeNotifyPrivilege,SeRemoteShutdownPrivilege,SeUndockPrivilege,SeSyncAgentPrivilege,SeEnableDelegationPrivilege,SeManageVolumePrivilege,SeImpersonatePrivilege,SeCreateGlobalPrivilege,SeTrustedCredManAccessPrivilege,SeRelabelPrivilege,SeIncreaseWorkingSetPrivilege,SeTimeZonePrivilege,SeCreateSymbolicLinkPrivilege,SeDelegateSessionUserImpersonatePrivilege,Label
1,0,chrome.exe,2560,1760,0,15,207,66,1,0,2024-05-08 18:53:28 UTC+0000,-,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,3744,1760,0,15,325,44,1,0,2024-05-08 18:54:18 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,sppsvc.exe,2508,468,0,4,153,29,0,0,2024-05-08 18:54:36 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Benign
1,0,svchost.exe,2144,468,0,10,307,52,0,0,2024-05-08 18:54:36 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Malicious
1,0,WmiPrvSE.exe,2200,588,0,6,113,32,0,0,2024-05-08 18:56:35 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Malicious
1,0,eee01.exe,3380,3044,0,1,74,34,1,0,2024-05-08 18:57:58 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,Malicious
1,0,chrome.exe,3312,1760,0,15,217,44,1,0,2024-05-08 18:59:39 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,344,1760,0,15,216,44,1,0,2024-05-08 19:00:15 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,3260,1760,0,14,306,44,1,0,2024-05-08 19:01:22 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,taskeng.exe,3648,820,0,6,88,26,0,0,2024-05-08 19:02:35 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,chrome.exe,3304,1760,0,15,225,44,1,0,2024-05-08 19:03:25 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,2800,1760,0,11,161,44,1,0,2024-05-08 19:03:27 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,SearchProtocol,3880,308,0,8,321,43,0,0,2024-05-08 19:03:28 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,SearchFilterHo,2636,308,0,5,100,29,0,0,2024-05-08 19:03:28 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,iexplore.exe,3412,1908,0,24,547,102,1,0,2024-05-08 19:03:32 UTC+0000,-,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,iexplore.exe,1468,3412,0,21,484,106,1,0,2024-05-08 19:03:32 UTC+0000,-,1,474,39,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,audiodg.exe,3404,752,0,7,134,41,0,0,2024-05-08 19:03:35 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Benign
1,0,chrome.exe,4012,1760,0,0,0,0,-,0,2024-05-08 19:04:24 UTC+0000,2024-05-08 19:04:25 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,System,4,0,0,84,499,0,-,0,2024-05-09 04:40:14 UTC+0000,-,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Benign
1,0,smss.exe,248,4,0,2,32,2,-,0,2024-05-09 04:40:14 UTC+0000,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Benign
1,0,csrss.exe,324,308,0,9,368,16,0,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,Benign
1,0,wininit.exe,372,308,0,3,81,26,0,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,csrss.exe,380,364,0,9,390,16,1,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,Benign
1,0,winlogon.exe,420,364,0,3,116,30,1,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,Benign
1,0,services.exe,464,372,0,7,200,33,0,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,lsass.exe,480,372,0,7,580,60,0,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Benign
1,0,lsm.exe,488,372,0,9,143,16,0,0,2024-05-09 04:40:17 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,Benign
1,0,svchost.exe,592,464,0,10,357,52,0,0,2024-05-09 04:40:18 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Malicious
1,0,svchost.exe,672,464,0,9,258,34,0,0,2024-05-09 04:40:18 UTC+0000,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,svchost.exe,756,464,0,18,462,69,0,0,2024-05-09 04:40:18 UTC+0000,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Malicious
1,0,svchost.exe,800,464,0,18,457,92,0,0,2024-05-09 04:40:18 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Malicious
1,0,svchost.exe,836,464,0,37,1160,149,0,0,2024-05-09 04:40:18 UTC+0000,-,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Malicious
1,0,svchost.exe,980,464,0,13,321,80,0,0,2024-05-09 04:40:18 UTC+0000,-,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,svchost.exe,1060,464,0,17,488,73,0,0,2024-05-09 04:40:18 UTC+0000,-,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,spoolsv.exe,1220,464,0,12,281,77,0,0,2024-05-09 04:40:19 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,svchost.exe,1248,464,0,17,332,68,0,0,2024-05-09 04:40:19 UTC+0000,-,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,taskhost.exe,1696,464,0,8,184,52,1,0,2024-05-09 04:40:19 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,dwm.exe,1820,800,0,3,75,28,1,0,2024-05-09 04:40:20 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,explorer.exe,1920,1748,0,21,671,151,1,0,2024-05-09 04:40:20 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,SearchIndexer.,1728,464,0,16,852,78,0,0,2024-05-09 04:40:28 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,SearchProtocol,1360,1728,0,8,415,78,0,0,2024-05-09 04:40:28 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,iexplore.exe,1636,1920,0,19,736,124,1,0,2024-05-09 04:40:54 UTC+0000,-,1,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,iexplore.exe,1796,1636,0,0,0,0,1,0,2024-05-09 04:40:54 UTC+0000,2024-05-09 04:46:48 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,iexplore.exe,2712,1636,0,19,607,129,1,0,2024-05-09 04:41:57 UTC+0000,-,1,543,39,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,svchost.exe,3100,464,0,10,145,39,0,0,2024-05-09 04:42:20 UTC+0000,-,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,mscorsvw.exe,3132,464,0,7,97,34,0,0,2024-05-09 04:42:20 UTC+0000,-,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,sppsvc.exe,3200,464,0,4,153,29,0,0,2024-05-09 04:42:21 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Benign
1,0,svchost.exe,3244,464,0,9,319,53,0,0,2024-05-09 04:42:21 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Malicious
1,0,GoogleCrashHan,320,2644,0,5,87,27,0,0,2024-05-09 04:44:48 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,chrome.exe,1116,3720,0,33,1131,116,1,0,2024-05-09 04:44:48 UTC+0000,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,chrome.exe,4076,1116,0,9,93,21,1,0,2024-05-09 04:44:48 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,chrome.exe,1780,1116,0,17,217,51,1,0,2024-05-09 04:44:49 UTC+0000,-,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,chrome.exe,2320,1116,0,7,136,43,1,0,2024-05-09 04:44:49 UTC+0000,-,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,2232,1116,0,14,199,66,1,0,2024-05-09 04:44:51 UTC+0000,-,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,2012,1116,0,17,299,44,1,0,2024-05-09 04:46:26 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,532,1116,0,15,318,44,1,0,2024-05-09 04:46:42 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,chrome.exe,2592,1116,0,15,228,44,1,0,2024-05-09 04:47:18 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,audiodg.exe,2852,756,0,4,124,41,0,0,2024-05-09 04:47:31 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Benign
1,0,hjv.exe,1004,1164,0,6,195,50,1,0,2024-05-09 04:49:25 UTC+0000,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,taskhost.exe,2080,464,0,5,95,31,1,0,2024-05-09 04:55:23 UTC+0000,-,0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,chrome.exe,1488,1116,0,11,161,44,1,0,2024-05-09 04:57:03 UTC+0000,-,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,060.exe,2112,1636,0,1,40,22,1,0,2024-05-09 04:57:56 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Malicious
1,0,060.tmp,3884,2112,0,2,122,31,1,0,2024-05-09 04:57:56 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Malicious
1,0,060.exe,1736,3884,0,1,40,22,1,0,2024-05-09 04:58:00 UTC+0000,-,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,Malicious
1,0,060.tmp,2260,1736,0,1,86,38,1,0,2024-05-09 04:58:00 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,mp3cutterjoine,2452,2260,0,5,69,34,1,0,2024-05-09 04:58:05 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,Malicious
1,0,SearchFilterHo,3628,1728,0,5,85,26,0,0,2024-05-09 04:59:34 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,sdclt.exe ,2340,464,0,0,0,0,-,0,2024-05-09 05:00:00 UTC+0000,2024-05-09 05:00:00 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1,0,System,4,0,0,84,506,0,-,0,2024-05-09 18:18:05 UTC+0000,-,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Benign
1,0,smss.exe,248,4,0,2,32,2,-,0,2024-05-09 18:18:05 UTC+0000,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Benign
1,0,csrss.exe,328,320,0,10,383,16,0,0,2024-05-09 18:18:11 UTC+0000,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,Benign
1,0,wininit.exe,364,320,0,3,82,26,0,0,2024-05-09 18:18:22 UTC+0000,-,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,csrss.exe,372,356,0,10,402,16,1,0,2024-05-09 18:18:22 UTC+0000,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,Benign
1,0,services.exe,416,364,0,8,200,33,0,0,2024-05-09 18:18:23 UTC+0000,-,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,lsass.exe,424,364,0,7,605,62,0,0,2024-05-09 18:18:23 UTC+0000,-,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Benign
1,0,lsm.exe,432,364,0,10,144,16,0,0,2024-05-09 18:18:23 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,Benign
1,0,winlogon.exe,488,356,0,5,134,32,1,0,2024-05-09 18:18:23 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,Benign
1,0,svchost.exe,572,416,0,10,369,52,0,0,2024-05-09 18:18:23 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Malicious
1,0,svchost.exe,664,416,0,7,264,34,0,0,2024-05-09 18:18:24 UTC+0000,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,sppsvc.exe,892,416,0,4,161,31,0,0,2024-05-09 06:18:33 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,svchost.exe,932,416,0,17,451,91,0,0,2024-05-09 06:18:35 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,svchost.exe,956,416,0,36,1171,147,0,0,2024-05-09 06:18:35 UTC+0000,-,0,0,2,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,Malicious
1,0,svchost.exe,1004,416,0,19,459,73,0,0,2024-05-09 06:18:35 UTC+0000,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Malicious
1,0,svchost.exe,1076,416,0,15,343,85,0,0,2024-05-09 06:18:36 UTC+0000,-,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Malicious
1,0,svchost.exe,1100,416,0,16,510,73,0,0,2024-05-09 06:18:36 UTC+0000,-,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Benign
1,0,spoolsv.exe,1444,416,0,12,287,76,0,0,2024-05-09 06:18:39 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,svchost.exe,1480,416,0,19,322,63,0,0,2024-05-09 06:18:39 UTC+0000,-,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Benign
1,0,SearchIndexer.,116,416,0,15,736,72,0,0,2024-05-09 06:18:45 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,Benign
1,0,SearchProtocol,1592,116,0,8,416,78,0,0,2024-05-09 06:18:49 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Benign
1,0,dwm.exe,1568,932,0,3,75,28,1,0,2024-05-09 06:18:49 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,explorer.exe,2000,1616,0,25,778,158,1,0,2024-05-09 06:18:49 UTC+0000,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,taskhost.exe,828,416,0,8,197,49,1,0,2024-05-09 06:18:49 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,regsvr32.exe,2356,2000,0,0,0,0,1,0,2024-05-09 06:18:52 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,iexplore.exe,3208,2000,0,22,778,127,1,0,2024-05-09 06:20:08 UTC+0000,-,1,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
1,0,iexplore.exe,3284,3208,0,17,475,112,1,0,2024-05-09 06:20:09 UTC+0000,-,1,497,39,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Benign
